"Item_Number","Set_Name","Theme","Pieces","Price","Amazon_Price","Year","Ages","Pages","Minifigures","Packaging","Weight","Unique_Pieces","Availability","Size","Amazon_Price_transformed"
60226,"Mars Research Shuttle","City",273,39.99,31.99,2019,"Ages_5+",160,2,"Box","0.61Kg (1.34 lb)",135,"Retail","Small",2.82816193069568
75957,"The Knight Bus","Harry Potter",403,39.99,32,2019,"Ages_8+",84,3,"Box",NA,128,"Retail","Small",2.82842712474619
70674,"Fire Fang","NINJAGO",463,39.99,32,2019,"Ages_8+",88,4,"Box",NA,175,"Retail","Small",2.82842712474619
10861,"My First Emotions","DUPLO",28,19.99,32.07,2018,"Ages_1½-3",9,NA,"Box",NA,24,NA,"Large",2.8302818606869
76110,"Batman: The Attack of the Talons","Batman",155,19.99,32.25,2018,"Ages_7-12",60,3,"Box","0.34Kg (0.75 lb)",82,"Retail","Small",2.83503820413006
10770,"Buzz & Woody's Carnival Mania!","Disney",230,49.99,32.8,2019,"Ages_4+",52,5,"Box",NA,106,"Retail","Small",2.84945729863651
41254,"Volcano Rock City Concert","Trolls World Tour",387,39.99,32.88,2020,"Ages_6+",120,3,"Box",NA,175,"Retail","Small",2.85154048999615
41364,"Stephanie's Buggy & Trailer","Friends",166,19.99,32.9,2019,"Ages_6+",48,1,NA,"0.29Kg (0.64 lb)",97,NA,"Small",2.85206073335735
10750,"Road Repair Truck","Juniors",73,9.99,32.92,2018,"Ages_4-7",32,1,"Box","0.15Kg (0.33 lb)",50,"Retail","Small",2.85258075538547
41362,"Heartlake City Supermarket","Friends",140,29.99,32.97,2019,"Ages_4+",68,2,"Box",NA,90,"Retail","Small",2.85387984362248
70638,"Katana V11","NINJAGO",257,19.99,32.98,2018,"Ages_7-14",84,2,"Box","0.32Kg (0.7 lb)",111,"Retail","Small",2.85413949575497
10759,"Elastigirl's Rooftop Pursuit","Juniors",95,19.99,33.2,2018,"Ages_4-7",64,2,"Box",NA,77,"Retail","Small",2.85983795111367
42092,"Rescue Helicopter","Technic",325,39.99,33.28,2019,"Ages_8+",181,NA,"Box","0.45Kg (0.99 lb)",81,"Retail","Small",2.8619035626758
10762,"Belle's Story Time","Juniors",87,14.99,33.5,2018,"Ages_4-7",44,2,"Box",NA,66,"Retail","Small",2.86756612998058
41605,"Thanos","BrickHeadz",105,9.99,33.75,2018,"Ages_10+",32,NA,"Box",NA,37,"Retail","Small",2.87396935624967
10754,"Spider-Man vs. Scorpion Street Showdown","Marvel",125,19.99,33.8,2018,"Ages_4-7",64,2,"Box","0.34Kg (0.75 lb)",82,"Retail","Small",2.8752460142051
60201,"City Advent Calendar","City",313,29.99,33.99,2018,"Ages_5-12",4,6,"Box","0.43Kg (0.94 lb)",194,"Retail","Small",2.88008529236087
41353,"Friends Advent Calendar","Friends",500,29.99,34,2018,"Ages_6-12",4,NA,"Box",NA,202,"Retail","Small",2.88033946612744
60192,"Arctic Ice Crawler","City",200,24.99,34.25,2018,"Ages_6-12",92,1,"Box","0.34Kg (0.75 lb)",80,"Retail","Small",2.88667687251271
60214,"Burger Bar Fire Rescue","City",327,39.99,34.43,2019,"Ages_5+",164,3,"Box","0.61Kg (1.34 lb)",153,"Retail","Small",2.89121978266798
10858,"My First Puzzle Pets","DUPLO",18,9.99,34.5,2018,"Ages_1½-3",9,NA,"Box","0.34Kg (0.75 lb)",16,NA,"Large",2.89298198018747
75884,"1968 Ford Mustang Fastback","Speed Champions",183,14.99,34.69,2018,"Ages_7-14",60,1,"Box","0.22Kg (0.48 lb)",74,"Retail","Small",2.8977525051285
75225,"Elite Praetorian Guard Battle Pack","Star Wars",109,14.99,34.75,2019,"Ages_6+",40,4,"Box","0.12Kg (0.26 lb)",52,"Retail","Small",2.89925518603391
76157,"Wonder Woman vs. Cheetah","DC",371,39.99,34.76,2020,"Ages_8+",84,3,"Box",NA,130,"Retail","Small",2.89950545624016
70668,"Jay's Storm Fighter","NINJAGO",490,39.99,34.76,2019,"Ages_9+",140,4,"Box","0.7Kg (1.54 lb)",195,"Retail","Small",2.89950545624016
41190,"Emily Jones & The Eagle Getaway",NA,149,14.99,34.92,2018,"Ages_7-12",60,2,"Box",NA,87,"Retail",NA,2.90350294258682
60181,"Forest Tractor","City",174,19.99,34.94,2018,"Ages_5-12",64,1,"Box","0.38Kg (0.84 lb)",77,"Retail","Small",2.90400172628106
41371,"Mia's Horse Trailer","Friends",216,29.99,34.95,2019,"Ages_6+",76,2,"Box",NA,119,"Retail","Small",2.904251043185
41341,"Andrea's Bedroom","Friends",85,9.99,34.99,2018,"Ages_6-12",44,1,"Box",NA,60,"Retail","Small",2.90524781174628
10751,"Mountain Police Chase","Juniors",115,19.99,34.99,2018,"Ages_4-7",64,2,"Box","0.33Kg (0.73 lb)",85,"Retail","Small",2.90524781174628
31076,"Daredevil Stunt Plane","Creator 3-in-1",200,19.99,35,2018,"Ages_7-12",120,1,"Box",NA,86,"Retail","Small",2.90549687924422
31074,"Rocket Rally Car","Creator 3-in-1",241,19.99,35,2018,"Ages_7-12",148,NA,"Box","0.44Kg (0.97 lb)",104,"Retail","Small",2.90549687924422
41454,"Dr. Fox Laboratory","Unikitty!",359,29.99,35.5,2018,"Ages_6-12",132,4,"Box","0.52Kg (1.15 lb)",163,"Retail","Small",2.91788724728472
60243,"Police Helicopter Chase","City",212,39.99,35.98,2020,"Ages_5+",128,4,"Box","0.52Kg (1.16 lb)",127,"Retail","Small",2.92966759725292
41367,"Stephanie's Obstacle Course","Friends",337,39.99,35.99,2019,"Ages_6+",100,2,NA,"0.59Kg (1.3 lb)",168,NA,"Small",2.92991184816913
41393,"Baking Competition","Friends",361,39.99,35.99,2020,"Ages_6+",104,3,"Box",NA,157,"Retail","Small",2.92991184816913
71702,"Golden Mech","NINJAGO",489,39.99,35.99,2020,"Ages_8+",108,4,"Box",NA,172,"Retail","Small",2.92991184816913
76116,"Batman Batsub and the Underwater Clash","Batman",174,19.99,36,2019,"Ages_7+",64,3,"Box","0.32Kg (0.7 lb)",82,"Retail","Small",2.93015605158352
76119,"Batmobile: Pursuit of The Joker","Batman",342,29.99,36.23,2019,"Ages_7+",80,2,"Box",NA,114,"Retail","Small",2.93575967099012
41382,"Friends Advent Calendar","Friends",330,29.99,36.49,2019,"Ages_6+",2,3,"Box",NA,158,"Retail","Small",2.94206429209686
41288,"Mojo Jojo Strikes","Powerpuff Girls",228,29.99,36.69,2018,"Ages_6-12",76,4,"Box","0.37Kg (0.81 lb)",149,"Retail","Small",2.94689263612857
10712,"Bricks and Gears","Classic",244,19.99,36.78,2018,"Ages_5-99",124,NA,"Box","0.4Kg (0.88 lb)",94,"Retail","Small",2.94905938142508
21145,"The Skull Arena","Minecraft",198,19.99,36.81,2018,"Ages_7-14",68,2,"Box","0.42Kg (0.93 lb)",68,"Retail","Small",2.94978080504724
41327,"Mia's Bedroom","Friends",86,9.99,36.9,2018,"Ages_6-12",48,1,"Box",NA,63,"Retail","Small",2.9519426094734
75209,"Han Solo's Landspeeder","Star Wars",345,29.99,36.9,2018,"Ages_7-12",96,2,"Box","0.42Kg (0.93 lb)",126,"Retail","Small",2.9519426094734
41609,"Chewbacca","Star Wars",149,9.99,36.95,2018,"Ages_10+",40,NA,"Box",NA,52,"Retail","Small",2.95314201748586
10867,"Farmers' Market","DUPLO",26,19.99,36.99,2018,"Ages_2-5",9,3,"Box",NA,18,NA,"Large",2.95410072615799
75226,"Inferno Squad Battle Pack","Star Wars",118,14.99,36.99,2019,"Ages_6+",40,4,"Box","0.12Kg (0.26 lb)",52,"Retail","Small",2.95410072615799
76134,"Spider-Man: Doc Ock Diamond Heist","Marvel",150,29.99,36.99,2019,"Ages_4+",96,3,"Box","0.53Kg (1.17 lb)",98,"Retail","Small",2.95410072615799
76111,"Batman: Brother Eye Takedown","Batman",269,29.99,37,2018,"Ages_6-12",76,3,"Box","0.46Kg (1.01 lb)",103,"Retail","Small",2.95434028992534
76118,"Mr. Freeze Batcycle Battle","Batman",200,19.99,37.03,2019,"Ages_6+",68,3,"Box","0.3Kg (0.66 lb)",97,"Retail","Small",2.95505870939911
31075,"Outback Adventures","Creator 3-in-1",225,19.99,37.15,2018,"Ages_7-12",148,1,"Box","0.39Kg (0.87 lb)",103,"Retail","Small",2.95792831983354
75206,"Jedi and Clone Troopers Battle Pack","Star Wars",102,14.99,37.5,2018,"Ages_6-12",32,3,"Box","0.13Kg (0.29 lb)",54,"Retail","Small",2.96626112679562
41159,"Cinderella's Carriage Ride","Disney",91,NA,37.75,2019,"Ages_4+",48,1,NA,"0.24Kg (0.53 lb)",58,NA,"Small",2.9721798585572
75886,"Ferrari 488 GT3 Scuderia Corsa","Speed Champions",179,14.99,37.88,2018,"Ages_7-14",56,1,"Box","0.22Kg (0.48 lb)",78,"Retail","Small",2.9752467611891
70918,"The Bat-Dune Buggy","DC",198,19.99,37.89,2018,"Ages_7-14",64,2,"Box",NA,92,"Retail","Small",2.97548237142391
60179,"Ambulance Helicopter","City",190,19.99,37.95,2018,"Ages_5-12",84,3,"Box","0.41Kg (0.9 lb)",108,"Retail","Small",2.97689511951435
70820,"LEGO Movie Maker","THE LEGO MOVIE 2",482,49.99,37.99,2019,"Ages_8+",96,6,"Box","0.76Kg (1.67 lb)",243,"Retail","Small",2.97783608317574
41351,"Creative Tuning Shop","Friends",413,39.99,37.99,2018,"Ages_6-12",108,2,"Box","0.67Kg (1.48 lb)",217,"Retail","Small",2.97783608317574
75972,"Dorado Showdown","Overwatch",419,29.99,37.99,2019,"Ages_8+",124,3,"Box","0.6Kg (1.32 lb)",168,"Retail","Small",2.97783608317574
41620,"Stormtrooper","Star Wars",124,9.99,38.75,2018,"Ages_10+",32,NA,"Box",NA,51,"Retail","Small",2.99558406748464
70664,"Spinjitzu Lloyd vs. Garmadon","NINJAGO",208,19.99,38.75,2019,"Ages_7+",52,2,"Box","0.23Kg (0.51 lb)",44,"Retail","Small",2.99558406748464
70919,"The Justice League Anniversary Party",NA,267,29.99,38.95,2018,"Ages_7-14",72,4,"Box",NA,110,"Retail",NA,3.00021403671568
42071,"Dozer Compactor","Technic",171,19.99,38.95,2018,"Ages_8-14",100,NA,"Box","0.33Kg (0.73 lb)",62,"Retail","Small",3.00021403671568
75958,"Beauxbatons' Carriage: Arrival at Hogwarts","Harry Potter",430,49.99,38.99,2019,"Ages_8+",84,4,"Box",NA,160,"Retail","Small",3.00113803248914
75213,"Star Wars Advent Calendar","Star Wars",307,39.99,39.88,2018,"Ages_6-14",4,7,"Box",NA,186,"Retail","Small",3.02152745561482
10862,"My First Celebration","DUPLO",41,14.99,39.89,2018,"Ages_1½-3",9,NA,"Box",NA,18,NA,"Large",3.02175473211789
76099,"Rhino Face-Off by the Mine","Marvel",229,19.99,39.9,2018,"Ages_6-12",88,3,"Box",NA,100,"Retail","Small",3.02198196874139
76164,"Iron Man Hulkbuster versus A.I.M. Agent","Marvel",456,39.99,39.95,2020,"Ages_8+",80,4,"Box",NA,143,"Retail","Small",3.0231175542596
70920,"Egghead Mech Food Fight",NA,293,29.99,39.95,2018,"Ages_7-14",84,3,"Box",NA,131,"Retail",NA,3.0231175542596
75977,"Junkrat & Roadhog","Overwatch",380,49.99,39.95,2019,"Ages_10+",92,2,"Box",NA,168,"Retail","Small",3.0231175542596
41423,"Tiger Hot Air Balloon Jungle Rescue","Friends",302,39.99,39.95,2020,"Ages_7+",116,2,"Box",NA,145,"Retail","Small",3.0231175542596
76143,"Avengers Truck Take-down","Marvel",477,39.99,39.95,2020,"Ages_7+",116,4,"Box",NA,164,"Retail","Small",3.0231175542596
60264,"Ocean Exploration Submarine","City",286,39.99,39.95,2020,"Ages_5+",141,4,"Box","0.52Kg (1.15 lb)",131,"Retail","Small",3.0231175542596
31105,"Townhouse Toy Store","Creator 3-in-1",554,39.99,39.95,2020,"Ages_8+",268,2,"Box","0.88Kg (1.94 lb)",194,"Retail","Small",3.0231175542596
31107,"Space Rover Explorer","Creator 3-in-1",510,39.99,39.95,2020,"Ages_8+",276,1,"Box",NA,206,"Retail","Small",3.0231175542596
31093,"Riverside Houseboat","Creator 3-in-1",396,39.99,39.98,2019,"Ages_7+",200,2,"Box","0.67Kg (1.48 lb)",157,"Retail","Small",3.0237984281013
41604,"Iron Man MK50","BrickHeadz",101,9.99,39.99,2018,"Ages_10+",32,NA,"Box",NA,41,"Retail","Small",3.02402530657185
75247,"Rebel A-wing Starfighter","Star Wars",62,14.99,39.99,2019,"Ages_4+",36,2,"Box","0.18Kg (0.4 lb)",44,"Retail","Small",3.02402530657185
41156,"Rapunzel's Castle Bedroom","Disney",156,19.99,39.99,2018,"Ages_5-12",56,1,"Box",NA,93,"Retail","Small",3.02402530657185
10755,"Zane's Ninja Boat Pursuit","Juniors",131,19.99,39.99,2018,"Ages_4-7",64,2,"Box",NA,78,"Retail","Small",3.02402530657185
41372,"Stephanie's Gymnastics Show","Friends",241,29.99,39.99,2019,"Ages_6+",76,2,"Box",NA,114,"Retail","Small",3.02402530657185
21163,"The Redstone Battle","Minecraft",504,39.99,39.99,2020,"Ages_8+",88,4,"Box",NA,133,"Retail","Small",3.02402530657185
42105,"Catamaran","Technic",404,49.99,39.99,2020,"Ages_8+",100,NA,"Box",NA,74,"Retail","Small",3.02402530657185
76115,"Spider Mech vs. Venom","Marvel",604,49.99,39.99,2019,"Ages_8+",104,4,"Box","0.78Kg (1.72 lb)",203,"Retail","Small",3.02402530657185
75250,"Pasaana Speeder Chase","Star Wars",373,39.99,39.99,2019,"Ages_8+",116,4,"Box",NA,177,"Retail","Small",3.02402530657185
41164,"Enchanted Tree House","LEGO Frozen 2",302,49.99,39.99,2019,"Ages_6+",120,3,"Box",NA,174,"Retail","Small",3.02402530657185
41255,"Pop Village Celebration","Trolls World Tour",380,49.99,39.99,2020,"Ages_6+",120,5,"Box",NA,205,"Retail","Small",3.02402530657185
70432,"Haunted Fairground","Hidden Side",466,49.99,39.99,2020,"Ages_8+",124,5,"Box",NA,212,"Retail","Small",3.02402530657185
70422,"Shrimp Shack Attack","Hidden Side",578,49.99,39.99,2019,"Ages_8+",128,5,"Box",NA,293,"Retail","Small",3.02402530657185
70435,"Newbury Abandoned Prison","Hidden Side",400,39.99,39.99,2020,"Ages_7+",132,4,"Box",NA,164,"Retail","Small",3.02402530657185
71376,"Thwomp Drop","LEGO Super Mario",393,39.99,39.99,2020,"Ages_8+",NA,NA,"Box",NA,159,"Retail - limited","Small",3.02402530657185
75894,"1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy","Speed Champions",481,49.99,40,2019,"Ages_8+",64,4,"Box","0.7Kg (1.54 lb)",187,"Retail","Small",3.02425214533222
76096,"Superman & Krypto Team-Up","DC",199,19.99,40,2018,"Ages_6-12",76,2,"Box",NA,110,"Retail","Small",3.02425214533222
75242,"Black Ace TIE Interceptor","Star Wars",396,49.99,40,2019,"Ages_8+",84,3,"Box",NA,161,"Retail","Small",3.02425214533222
41374,"Andrea's Pool Party","Friends",468,49.99,40,2019,"Ages_6+",112,2,"Box",NA,221,"Retail","Small",3.02425214533222
60232,"Garage Centre","City",234,49.99,40,2019,"Ages_4+",116,4,"Box","0.62Kg (1.37 lb)",62,"Retail","Small",3.02425214533222
75254,"AT-ST Raider","Star Wars",540,49.99,40,2019,"Ages_8+",120,4,"Box",NA,211,"Retail","Small",3.02425214533222
70675,"Katana 4X4","NINJAGO",450,49.99,40,2019,"Ages_8+",128,5,"Box",NA,185,"Retail","Small",3.02425214533222
76120,"Batwing and The Riddler Heist","Batman",489,49.99,40,2019,"Ages_7+",132,4,"Box",NA,212,"Retail","Small",3.02425214533222
31095,"Fairground Carousel","Creator 3-in-1",595,49.99,40,2019,"Ages_8+",236,3,"Box",NA,223,"Retail","Small",3.02425214533222
41330,"Stephanie's Soccer Practice","Friends",119,14.99,40.4,2018,"Ages_6-12",48,1,"Box",NA,78,"Retail","Small",3.03329332585799
41332,"Emma's Art Stand","Friends",210,19.99,40.99,2018,"Ages_6-12",60,1,"Box","0.32Kg (0.7 lb)",107,"Retail","Small",3.04651538379288
76138,"Batman and The Joker Escape","Batman",171,39.99,40.99,2019,"Ages_4+",72,4,"Box",NA,119,"Retail","Small",3.04651538379288
76104,"The Hulkbuster Smash-Up","Marvel",375,29.99,41,2018,"Ages_7-14",84,4,"Box","0.49Kg (1.08 lb)",143,"Retail","Small",3.04673833489958
75262,"Imperial Dropship – 20th Anniversary Edition","Star Wars",125,19.99,41.39,2019,"Ages_6+",60,3,"Box",NA,57,"Retail","Small",3.05540389496134
10757,"Raptor Rescue Truck","Juniors",85,24.99,41.88,2018,"Ages_4-7",56,2,"Box","0.31Kg (0.68 lb)",56,"Retail","Small",3.06621074982931
10899,"Frozen Ice Castle","Disney",59,49.99,41.99,2019,"Ages_2+",28,3,"Box",NA,31,"Retail","Small",3.06862460069616
70651,"Throne Room Showdown","NINJAGO",221,19.99,41.99,2018,"Ages_6-14",68,5,"Box","0.34Kg (0.75 lb)",111,"Retail","Small",3.06862460069616
31104,"Monster Burger Truck","Creator 3-in-1",499,49.99,42.79,2020,"Ages_8+",248,2,"Box",NA,183,"Retail","Small",3.0860480654034
42072,"WHACK!","Technic",135,19.99,42.99,2018,"Ages_7-14",123,NA,"Box","0.3Kg (0.66 lb)",41,"Retail","Small",3.09036825181179
60257,"Service Station","City",354,49.99,42.99,2020,"Ages_5+",193,4,"Box","0.7Kg (1.55 lb)",179,"Retail","Small",3.09036825181179
41618,"Anna & Olaf","BrickHeadz",201,14.99,43.72,2018,"Ages_10+",56,NA,"Box",NA,78,"Retail","Small",3.10601855612564
41334,"Andrea's Park Performance","Friends",229,24.99,43.79,2018,"Ages_6-12",80,3,"Box",NA,126,"Retail","Small",3.10750963277165
41598,"The Flash","DC",122,9.99,43.95,2018,"Ages_10+",40,NA,"Box",NA,47,"Retail","Small",3.11091155342382
75964,"Harry Potter Advent Calendar","Harry Potter",305,39.99,43.99,2019,"Ages_7+",3,8,"Box",NA,151,"Retail","Small",3.11176067863955
75537,"Darth Maul","Star Wars",104,29.99,43.99,2018,"Ages_8-14",52,NA,"Box",NA,43,"Retail","Small",3.11176067863955
41329,"Olivia's Deluxe Bedroom","Friends",163,14.99,44.42,2018,"Ages_6-12",60,1,"Box",NA,100,"Retail","Small",3.12085482148284
75215,"Cloud-Rider Swoop Bikes","Star Wars",355,29.99,44.69,2018,"Ages_8-14",92,3,"Box","0.37Kg (0.81 lb)",148,NA,"Small",3.12653364400478
75237,"TIE Fighter Attack","Star Wars",77,19.99,44.7,2019,"Ages_4+",40,2,"Box","0.26Kg (0.57 lb)",50,"Retail","Small",3.12674350899561
75228,"Escape Pod vs. Dewback Microfighters","Star Wars",177,19.99,44.89,2019,"Ages_6+",64,3,"Box","0.2Kg (0.44 lb)",79,"Retail","Small",3.13072471421199
70650,"Destiny's Wing","NINJAGO",181,19.99,44.92,2018,"Ages_6-14",76,2,"Box","0.33Kg (0.73 lb)",100,"Retail","Small",3.13135224672012
10889,"Mickey's Vacation House","Disney",57,49.99,44.99,2019,"Ages_2+",28,3,"Box","0.99Kg (2.17 lb)",37,"Retail","Small",3.13281534919706
10903,"Fire Station","DUPLO",76,49.99,44.99,2019,"Ages_2+",34,2,NA,"1.14Kg (2.51 lb)",47,NA,"Large",3.13281534919706
71711,"Jay's Cyber Dragon","NINJAGO",518,49.99,44.99,2020,"Ages_8+",84,5,"Box",NA,189,"Retail","Small",3.13281534919706
76129,"Hydro-Man Attack","Marvel",471,39.99,44.99,2019,"Ages_7+",96,4,"Box",NA,170,"Retail","Small",3.13281534919706
42089,"Power Boat","Technic",174,14.99,44.99,2019,"Ages_8+",98,NA,"Box","0.26Kg (0.57 lb)",56,"Retail","Small",3.13281534919706
71699,"Thunder Raider","NINJAGO",576,49.99,44.99,2020,"Ages_8+",148,5,"Box",NA,191,"Retail","Small",3.13281534919706
60244,"Police Helicopter Transport","City",317,49.99,44.99,2020,"Ages_5+",156,4,"Box","0.72Kg (1.58 lb)",161,"Retail","Small",3.13281534919706
70431,"The Lighthouse of Darkness","Hidden Side",540,49.99,44.99,2020,"Ages_8+",156,5,"Box",NA,240,"Retail","Small",3.13281534919706
75973,"D.Va & Reinhardt","Overwatch",455,39.99,45.17,2019,"Ages_10+",108,2,"Box","0.59Kg (1.3 lb)",161,"Retail","Small",3.13657030965505
21152,"Pirate Ship","Minecraft",386,39.99,45.46,2019,"Ages_8+",116,3,"Box","0.75Kg (1.65 lb)",143,"Retail","Small",3.14259799738955
70837,"Shimmer & Shine Sparkle Spa!","THE LEGO MOVIE 2",694,69.99,45.49,2019,"Ages_7+",128,8,"Box",NA,209,"Retail","Small",3.14322001348592
31077,"Modular Sweet Surprises","Creator 3-in-1",396,39.99,45.65,2018,"Ages_8-12",184,3,"Box","0.72Kg (1.58 lb)",187,"Retail","Small",3.14653259201679
10753,"The Joker Batcave Attack","Batman",151,24.99,45.95,2018,"Ages_4-7",76,3,"Box","0.41Kg (0.9 lb)",94,"Retail","Small",3.15272183593745
41333,"Olivia's Mission Vehicle","Friends",223,19.99,45.95,2018,"Ages_6-12",84,1,"Box","0.32Kg (0.7 lb)",106,"Retail","Small",3.15272183593745
31080,"Modular Winter Vacation","Creator 3-in-1",374,34.99,46,2018,"Ages_7-12",200,2,"Box",NA,142,"Retail","Small",3.1537506243593
10877,"Belle's Tea Party","Disney",19,19.99,46.44,2018,"Ages_2-5",8,1,"Box","0.27Kg (0.59 lb)",16,NA,"Small",3.1627703831553
70849,"Wyld-Mayhem Star Fighter","THE LEGO MOVIE 2",405,49.99,46.5,2019,"Ages_8+",132,4,"Box",NA,157,"Retail","Small",3.16399570921577
10764,"City Central Airport","Juniors",376,49.99,46.5,2018,"Ages_4-7",144,5,"Box","0.91Kg (2 lb)",170,"Retail","Small",3.16399570921577
10893,"Spider-Man vs. Electro","Marvel",29,19.99,46.75,2019,"Ages_2+",10,2,"Box","0.41Kg (0.9 lb)",22,"Retail","Small",3.16908935442055
75245,"Star Wars Advent Calendar","Star Wars",280,39.99,46.76,2019,"Ages_6+",2,9,"Box",NA,177,"Retail","Small",3.16929270322003
41349,"Drifting Diner","Friends",345,29.99,46.9,2018,"Ages_6-12",92,2,"Box","0.54Kg (1.19 lb)",182,"Retail","Small",3.17213639532605
10879,"Gentle Giants Petting Zoo","Jurassic World",24,19.99,46.95,2018,"Ages_2-5",13,1,"Box","0.37Kg (0.81 lb)",19,"Retail","Small",3.17315055955107
21043,"San Francisco","Architecture",565,49.99,46.99,2019,"Ages_12+",128,NA,"Box",NA,163,"Retail","Small",3.17396134672442
41160,"Ariel's Castle","Disney",115,24.99,47,2019,"Ages_4+",56,1,NA,"0.31Kg (0.68 lb)",74,NA,"Small",3.17416396802466
70423,"Paranormal Intercept Bus 3000","Hidden Side",689,59.99,47.23,2019,"Ages_8+",136,5,"Box",NA,272,"Retail","Small",3.17881595153981
75887,"Porsche 919 Hybrid","Speed Champions",163,14.99,47.95,2018,"Ages_7-14",60,1,"Box",NA,75,"Retail","Small",3.19327693025359
10881,"Mickey's Boat","Disney",28,29.99,47.99,2018,"Ages_2-5",24,2,"Box","0.58Kg (1.28 lb)",25,"Retail","Small",3.1940758487171
75935,"Baryonyx Face-Off: The Treasure Hunt","Jurassic World",434,59.99,47.99,2019,"Ages_7+",96,4,"Box",NA,211,"Retail","Small",3.1940758487171
76144,"Avengers Hulk Helicopter Rescue","Marvel",482,59.99,47.99,2019,"Ages_8+",100,4,"Box",NA,187,"Retail","Small",3.1940758487171
76125,"Iron Man Hall of Armour","Marvel",524,59.99,47.99,2019,"Ages_7+",104,5,"Box",NA,156,"Retail","Small",3.1940758487171
75947,"Hagrid's Hut: Buckbeak's Rescue","Harry Potter",496,59.99,47.99,2019,"Ages_8+",120,6,"Box",NA,208,"Retail","Small",3.1940758487171
41380,"Lighthouse Rescue Centre","Friends",602,59.99,47.99,2019,"Ages_6+",180,2,"Box",NA,273,"Retail","Small",3.1940758487171
31096,"Twin-Rotor Helicopter","Creator 3-in-1",569,59.99,47.99,2019,"Ages_9+",228,1,"Box",NA,200,"Retail","Small",3.1940758487171
75241,"Action Battle Echo Base Defence","Star Wars",504,59.99,48,2019,"Ages_8+",112,5,"Box",NA,192,"Retail","Small",3.19427550549515
41379,"Heartlake City Restaurant","Friends",624,59.99,48,2019,"Ages_6+",140,3,"Box",NA,201,"Retail","Small",3.19427550549515
60227,"Lunar Space Station","City",412,59.99,48,2019,"Ages_6+",172,5,"Box","0.9Kg (1.98 lb)",171,"Retail","Small",3.19427550549515
41344,"Andrea's Accessories Store","Friends",294,29.99,48.11,2018,"Ages_6-12",84,2,"Box","0.51Kg (1.12 lb)",128,"Retail","Small",3.1964698107624
75937,"Triceratops Rampage","Jurassic World",447,59.99,48.49,2019,"Ages_7+",112,4,"Box",NA,200,"Retail","Small",3.20402322308969
41394,"Heartlake City Hospital","Friends",379,49.99,48.53,2020,"Ages_6+",132,3,"Box",NA,154,"Retail","Small",3.20481590576864
76102,"Thor's Weapon Quest","Marvel",223,19.99,48.71,2018,"Ages_6-12",84,3,"Box","0.33Kg (0.73 lb)",112,"Retail","Small",3.208377328996
75193,"Millennium Falcon Microfighter","Star Wars",92,9.99,48.9,2018,"Ages_6-12",44,1,"Box","0.11Kg (0.25 lb)",48,"Retail","Small",3.21212662872148
41619,"Darth Vader","Star Wars",104,9.99,48.98,2018,"Ages_10+",40,NA,"Box",NA,41,"Retail","Small",3.21370223072267
72001,"Lance's Hover Jouster",NA,217,19.99,48.98,2018,"Ages_7-14",52,3,"Box",NA,85,"Retail - limited",NA,3.21370223072267
10880,"T. rex Tower","Jurassic World",22,29.99,48.99,2018,"Ages_2-5",14,1,"Box","0.61Kg (1.34 lb)",18,"Retail","Small",3.21389905428005
75200,"Ahch-To Island Training","Star Wars",241,29.99,48.99,2018,"Ages_7-12",84,2,"Box","0.39Kg (0.86 lb)",129,"Retail","Small",3.21389905428005
76114,"Spider-Man's Spider Crawler","Marvel",418,39.99,48.99,2019,"Ages_7+",84,4,"Box","0.5Kg (1.1 lb)",132,"Retail","Small",3.21389905428005
75210,"Moloch's Landspeeder","Star Wars",464,39.99,48.99,2018,"Ages_8-12",144,2,"Box","0.65Kg (1.43 lb)",163,"Retail","Small",3.21389905428005
10760,"Underminer's Bank Heist","Juniors",149,24.99,49.75,2018,"Ages_4-7",64,3,"Box",NA,99,"Retail","Small",3.22877606791386
41346,"Friendship Box","Friends",563,49.99,49.79,2018,"Ages_6-12",172,NA,"Box","0.98Kg (2.16 lb)",198,"Retail","Small",3.22955464911138
21044,"Paris","Architecture",649,49.99,49.84,2019,"Ages_12+",112,NA,"Box",NA,114,"Retail","Small",3.23052726013257
41342,"Emma's Deluxe Bedroom","Friends",183,14.99,49.92,2018,"Ages_6-12",68,1,"Box",NA,105,"Retail","Small",3.23208201808098
41157,"Rapunzel's Travelling Caravan","Disney",323,39.99,49.95,2018,"Ages_6-12",108,2,"Box","0.54Kg (1.19 lb)",171,"Retail","Small",3.23266460265271
43180,"Belle's Castle Winter Celebration","Disney",238,49.99,49.95,2020,"Ages_4+",108,6,"Box",NA,146,"Retail","Small",3.23266460265271
76159,"Joker's Trike Chase","Batman",440,49.99,49.95,2020,"Ages_7+",108,4,"Box",NA,181,"Retail","Small",3.23266460265271
10763,"Stephanie's Lakeside House","Friends",215,34.99,49.95,2018,"Ages_4-7",112,3,"Box",NA,142,"Retail","Small",3.23266460265271
75940,"Gallimimus and Pteranodon Breakout","Jurassic World",391,49.99,49.95,2020,"Ages_7+",112,3,"Box",NA,170,"Retail","Small",3.23266460265271
